date,open,high,low,close,volume,Name
2016-12-15,123.45,125.28,123.26,124.55,1761439,ACN
2016-12-16,124.58,125.16,122.44,123.0,4513962,ACN
2016-12-19,123.23,124.44,123.16,123.65,2750436,ACN
2016-12-20,124.04,124.27,123.01,124.1,3290845,ACN
2016-12-21,118.55,119.98,117.6,117.9,6032468,ACN
2016-12-22,118.06,118.63,117.01,117.79,2758497,ACN
2016-12-23,117.4,118.21,117.11,117.48,1697312,ACN
2016-12-27,117.36,118.48,117.21,117.55,1546608,ACN
2016-12-28,118.0,118.0,116.09,116.61,1797685,ACN
2016-12-29,116.98,117.98,116.51,117.01,1633892,ACN
2016-12-30,117.56,117.95,116.59,117.13,1739750,ACN
2017-01-03,117.38,117.81,115.82,116.46,2352157,ACN
2017-01-04,116.91,117.8,116.43,116.74,2639772,ACN
2017-01-05,116.98,117.14,114.95,114.99,3685380,ACN
2017-01-06,114.99,116.74,114.34,116.3,4125269,ACN
2017-01-09,116.14,116.3465,114.92,115.0,2550869,ACN
2017-01-10,114.94,115.99,114.64,115.06,2550138,ACN
2017-01-11,115.4,116.26,114.91,116.12,2845844,ACN
2017-01-12,115.62,115.965,114.84,115.78,2110781,ACN
2017-01-13,115.35,117.44,115.35,116.95,2666366,ACN
2017-01-17,115.92,116.36,115.47,116.03,2374325,ACN
2017-01-18,116.54,116.95,115.74,115.95,2262162,ACN
2017-01-19,115.6,116.0,115.27,115.5,1647118,ACN
2017-01-20,115.88,116.25,114.81,115.07,2781387,ACN
2017-01-23,114.78,115.27,114.61,114.82,2319952,ACN
2017-01-24,115.2,116.64,114.84,116.48,2810084,ACN
2017-01-25,116.9,118.36,116.7,117.57,2905948,ACN
2017-01-26,116.99,117.44,115.6244,115.93,2865071,ACN
2017-01-27,116.2,116.435,115.07,115.35,2545180,ACN
2017-01-30,115.32,115.33,113.41,114.63,2529715,ACN
2017-01-31,113.97,114.0178,112.61,113.87,2338994,ACN
2017-02-01,113.8,114.769,112.31,113.21,2471638,ACN
2017-02-02,113.15,113.77,112.71,113.64,2450479,ACN
2017-02-03,114.0,114.83,113.34,114.49,1664211,ACN
2017-02-06,114.07,115.22,113.375,114.18,2019412,ACN
2017-02-07,115.0,116.17,114.95,115.92,2538228,ACN
2017-02-08,116.15,116.15,114.92,115.43,2373733,ACN
2017-02-09,115.51,117.46,115.47,116.98,2117069,ACN
2017-02-10,116.7,118.84,116.52,117.6,2183016,ACN
2017-02-13,117.9,118.95,117.725,118.59,1988541,ACN
2017-02-14,118.47,120.0,118.405,120.0,2559693,ACN
2017-02-15,119.61,120.165,119.3,119.93,1951131,ACN
2017-02-16,119.93,120.99,119.53,120.72,1966972,ACN
2017-02-17,120.51,121.29,120.1,121.23,1904933,ACN
2017-02-21,120.63,122.22,120.57,122.1,2117134,ACN
2017-02-22,121.66,122.88,121.58,122.21,1557038,ACN
2017-02-23,122.59,122.705,121.73,122.48,1439556,ACN
2017-02-24,122.0,123.43,121.6,123.43,1447663,ACN
2017-02-27,123.01,123.43,122.48,122.79,1679832,ACN
2017-02-28,122.75,123.09,121.93,122.5,1745371,ACN
2017-03-01,123.24,124.29,122.46,124.07,1879707,ACN
2017-03-02,123.99,124.43,123.56,124.35,1896716,ACN
2017-03-03,124.25,124.25,122.985,123.64,2122955,ACN
2017-03-06,122.99,123.43,122.53,123.24,1814082,ACN
2017-03-07,123.63,124.38,123.12,124.14,2705285,ACN
2017-03-08,124.11,124.79,123.78,124.46,2168611,ACN
2017-03-09,124.37,124.37,122.65,123.18,2338125,ACN
2017-03-10,123.65,124.33,123.07,123.93,1931099,ACN
2017-03-13,124.23,124.75,123.47,124.04,2233737,ACN
2017-03-14,124.17,124.73,123.63,123.91,1627855,ACN
2017-03-15,123.41,124.99,123.03,124.8,2087675,ACN
2017-03-16,124.89,125.19,123.61,124.1,2182041,ACN
2017-03-17,124.71,125.45,123.83,125.22,4603637,ACN
2017-03-20,125.22,125.39,124.17,124.39,2257442,ACN
2017-03-21,125.08,125.41,123.63,124.64,3219859,ACN
2017-03-22,125.03,126.53,124.47,126.48,4288622,ACN
2017-03-23,122.71,123.01,120.54,120.76,7116837,ACN
2017-03-24,120.78,121.31,118.755,118.98,3949828,ACN
2017-03-27,118.73,119.8,118.3,119.39,3122818,ACN
2017-03-28,119.82,122.34,119.014,121.35,5516010,ACN
2017-03-29,121.66,121.71,120.15,120.98,2438878,ACN
2017-03-30,120.89,121.0,120.05,120.52,2030644,ACN
2017-03-31,120.71,121.21,119.84,119.88,2102781,ACN
2017-04-03,118.0,118.17,117.0,117.64,3918099,ACN
2017-04-04,117.28,118.07,117.28,118.04,1690734,ACN
2017-04-05,118.24,119.09,117.49,117.64,1902105,ACN
2017-04-06,117.68,117.93,116.76,116.81,2049602,ACN
2017-04-07,117.0,117.74,116.5,117.44,2408028,ACN
2017-04-10,117.5,118.56,117.37,117.84,2308255,ACN
2017-04-11,116.18,116.8,115.79,116.08,2295270,ACN
2017-04-12,116.05,116.4,115.47,115.58,2087832,ACN
2017-04-13,115.36,115.89,114.82,114.86,1838948,ACN
2017-04-17,114.88,115.73,114.88,115.72,1168262,ACN
2017-04-18,115.5,116.36,115.39,116.24,1978691,ACN
2017-04-19,116.37,117.36,116.0,116.95,2185363,ACN
2017-04-20,117.65,119.86,117.38,119.21,3743523,ACN
2017-04-21,119.74,119.98,119.03,119.23,2639048,ACN
2017-04-24,119.94,120.51,119.11,119.36,2106761,ACN
2017-04-25,119.38,119.94,118.68,118.69,1947238,ACN
2017-04-26,118.73,119.46,118.4,118.98,1581421,ACN
2017-04-27,119.12,120.62,119.12,120.49,2008174,ACN
2017-04-28,120.19,121.35,120.03,121.3,2476577,ACN
2017-05-01,121.37,121.69,121.102,121.25,1931951,ACN
2017-05-02,121.29,121.71,120.21,120.68,2697450,ACN
2017-05-03,120.43,120.87,119.665,120.3,1762147,ACN
2017-05-04,120.75,120.99,120.22,120.82,1557495,ACN
2017-05-05,120.91,121.52,120.765,121.52,1716890,ACN
2017-05-08,121.1,121.52,120.76,121.11,1522599,ACN
2017-05-09,121.3,121.63,120.91,121.07,1094392,ACN
2017-05-10,121.07,121.37,120.56,121.2,1343689,ACN
2017-05-11,120.75,120.9,119.67,120.8,1835224,ACN
2017-05-12,120.38,121.5,120.38,120.96,2362291,ACN
2017-05-15,120.96,122.54,120.7601,122.25,1772747,ACN
2017-05-16,122.69,123.31,122.22,123.14,2180617,ACN
2017-05-17,122.2,123.07,120.34,120.44,2277902,ACN
2017-05-18,120.86,121.03,119.41,120.4,1968786,ACN
2017-05-19,121.01,121.21,120.19,120.98,2190103,ACN
2017-05-22,121.6,122.84,121.22,122.71,1912490,ACN
2017-05-23,122.86,123.07,121.8,122.15,1472731,ACN
2017-05-24,120.43,122.15,120.3,121.95,2029654,ACN
2017-05-25,122.75,123.56,122.2,123.1,1425580,ACN
2017-05-26,122.94,123.11,122.52,122.89,1415082,ACN
2017-05-30,122.61,123.97,122.35,123.77,1373030,ACN
2017-05-31,124.0,124.6,123.525,124.47,2655586,ACN
2017-06-01,124.93,125.29,123.86,125.29,1902558,ACN
2017-06-02,125.37,125.98,124.891,125.74,1765967,ACN
2017-06-05,126.0,126.98,125.4401,126.58,1949952,ACN
2017-06-06,126.19,127.0,126.01,126.33,1513552,ACN
2017-06-07,126.08,126.77,125.53,126.55,1640608,ACN
2017-06-08,126.97,127.0,125.52,126.17,2128861,ACN
2017-06-09,126.0,126.74,124.98,125.82,1929206,ACN
2017-06-12,125.53,126.46,124.73,126.3,2355868,ACN
2017-06-13,126.44,127.56,126.08,127.07,2434069,ACN
2017-06-14,127.8,128.0,126.7,127.25,1861213,ACN
2017-06-15,126.28,127.36,124.5,127.03,2196307,ACN
2017-06-16,127.52,128.0,126.53,127.56,2965426,ACN
2017-06-19,128.47,128.47,127.39,127.77,2122954,ACN
2017-06-20,127.33,127.64,126.38,126.53,2356430,ACN
2017-06-21,127.07,127.18,126.03,127.11,3257939,ACN
2017-06-22,122.97,123.9,119.1,122.08,8691127,ACN
2017-06-23,122.14,123.62,121.72,122.74,3817814,ACN
2017-06-26,123.15,124.05,122.28,122.34,2622970,ACN
2017-06-27,122.5,122.84,122.0,122.19,2215255,ACN
2017-06-28,122.78,123.83,122.19,123.74,1727503,ACN
2017-06-29,123.5,123.5,122.61,122.99,2687283,ACN
2017-06-30,123.3,124.4,123.15,123.68,2290346,ACN
2017-07-03,123.82,124.88,123.79,123.93,1236153,ACN
2017-07-05,124.0,124.78,123.99,124.05,1328583,ACN
2017-07-06,123.35,123.63,122.03,122.94,1938109,ACN
2017-07-07,123.55,124.75,123.07,124.21,1889418,ACN
2017-07-10,124.05,124.37,123.59,124.06,1301531,ACN
2017-07-11,124.06,124.1,123.2,123.85,1379754,ACN
2017-07-12,124.3,125.48,124.12,125.47,2017856,ACN
2017-07-13,125.7,126.35,125.44,125.73,1713698,ACN
2017-07-14,126.19,126.96,125.73,126.7,1752903,ACN
2017-07-17,126.77,127.05,126.15,126.42,2005625,ACN
2017-07-18,126.25,127.57,125.48,127.37,1641350,ACN
2017-07-19,127.5,128.0,126.72,127.78,2275298,ACN
2017-07-20,127.9,128.7599,127.65,128.54,1655339,ACN
2017-07-21,128.54,128.955,128.01,128.85,1765383,ACN
2017-07-24,128.27,128.5,127.59,128.01,1763242,ACN
2017-07-25,128.25,129.31,127.68,128.95,1599954,ACN
2017-07-26,129.0,129.61,128.735,129.51,1615311,ACN
2017-07-27,129.7,129.7,127.42,128.16,2096970,ACN
2017-07-28,127.98,128.53,127.31,128.4,1133850,ACN
2017-07-31,128.5,129.16,128.19,128.82,1584354,ACN
2017-08-01,130.06,130.67,129.54,130.2,1283185,ACN
2017-08-02,129.7,129.84,128.53,128.62,1318478,ACN
2017-08-03,129.22,130.28,127.99,130.02,3560416,ACN
2017-08-04,130.06,130.67,129.54,130.2,1283185,ACN
2017-08-07,129.83,130.35,129.38,129.68,952917,ACN
2017-08-08,129.32,129.89,128.9401,129.13,1099492,ACN
2017-08-09,129.01,129.78,128.92,129.62,1216883,ACN
2017-08-10,129.22,129.78,128.19,128.24,1800865,ACN
2017-08-11,128.67,128.71,128.12,128.2,1105546,ACN
2017-08-14,128.88,129.87,128.63,129.69,1421557,ACN
2017-08-15,129.41,129.8,128.74,129.38,1152464,ACN
2017-08-16,129.66,130.49,129.4,130.03,1935454,ACN
2017-08-17,129.88,130.03,127.56,127.59,1567187,ACN
2017-08-18,127.73,128.29,127.27,127.44,1263534,ACN
2017-08-21,127.49,128.31,127.26,128.17,1284472,ACN
2017-08-22,128.56,129.47,127.99,129.31,959492,ACN
2017-08-23,128.68,129.14,128.28,128.36,1543279,ACN
2017-08-24,128.47,129.985,128.29,129.65,984907,ACN
2017-08-25,129.32,129.78,129.18,129.39,1252413,ACN
2017-08-28,129.71,129.9,129.02,129.24,999874,ACN
2017-08-29,128.47,129.985,128.29,129.66,1170831,ACN
2017-08-30,129.65,129.96,129.09,129.79,1149129,ACN
2017-08-31,130.0,130.92,129.83,130.76,2003487,ACN
2017-09-01,130.95,130.95,129.87,130.1,1528282,ACN
2017-09-05,130.1,130.39,129.1,129.77,2443236,ACN
2017-09-06,130.21,131.38,130.05,131.12,1549927,ACN
2017-09-07,131.5,134.83,131.36,134.24,2094810,ACN
2017-09-08,134.41,134.97,133.645,133.72,2178797,ACN
2017-09-11,134.62,136.26,133.61,136.23,1667247,ACN
2017-09-12,136.56,136.95,136.01,136.22,1658753,ACN
2017-09-13,135.91,136.17,134.21,134.78,3078644,ACN
2017-09-14,134.5,135.24,134.0,134.86,3290489,ACN
2017-09-15,135.0,135.65,134.04,135.35,3713509,ACN
2017-09-18,135.49,137.35,135.49,136.94,2496531,ACN
2017-09-19,137.0,137.79,136.71,136.71,2379555,ACN
2017-09-20,136.01,138.15,136.01,138.01,1997716,ACN
2017-09-21,137.95,138.12,136.57,136.66,2006962,ACN
2017-09-22,136.68,138.0,136.5,137.9,1918509,ACN
2017-09-25,137.94,138.27,137.26,138.16,2463249,ACN
2017-09-26,138.5,138.7,136.75,136.84,2911496,ACN
2017-09-27,137.32,137.54,136.12,136.64,3885524,ACN
2017-09-28,132.79,137.68,132.27,136.32,4246392,ACN
2017-09-29,136.91,137.57,134.84,135.07,3311992,ACN
2017-10-02,135.23,135.84,134.62,135.44,2667457,ACN
2017-10-03,134.84,135.97,133.66,134.25,2535494,ACN
2017-10-04,134.52,135.68,134.4594,135.16,2192962,ACN
2017-10-05,135.5,136.37,135.27,136.22,1666067,ACN
2017-10-06,136.16,136.97,135.7201,136.25,1275809,ACN
2017-10-09,136.25,137.0,136.03,136.99,1012134,ACN
2017-10-10,137.0,138.0,136.845,137.52,1804091,ACN
2017-10-11,137.19,137.52,136.41,136.91,2648228,ACN
2017-10-12,136.98,139.65,136.14,139.2,2872177,ACN
2017-10-13,139.58,140.0,138.2,139.2,1687180,ACN
2017-10-16,139.43,139.57,138.12,139.09,1453336,ACN
2017-10-17,138.91,139.28,138.28,138.65,1446708,ACN
2017-10-18,138.23,138.63,137.36,137.42,1585207,ACN
2017-10-19,137.45,138.67,136.84,138.62,1351693,ACN
2017-10-20,139.17,139.5,138.51,139.49,1368886,ACN
2017-10-23,139.75,140.1705,139.05,139.33,1518189,ACN
2017-10-24,139.34,139.43,138.05,138.91,1214963,ACN
2017-10-25,139.0,141.24,138.66,141.22,2046649,ACN
2017-10-26,141.58,142.91,141.34,141.97,1965835,ACN
2017-10-27,142.64,143.61,141.99,143.28,2367616,ACN
2017-10-30,143.39,143.78,142.13,143.29,2145253,ACN
2017-10-31,143.18,143.29,142.155,142.36,2255297,ACN
2017-11-01,142.26,143.19,141.47,142.96,2060109,ACN
2017-11-02,142.5,143.78,141.93,143.43,1585225,ACN
2017-11-03,143.43,144.69,143.1001,144.04,1336018,ACN
2017-11-06,143.12,144.21,142.29,143.93,1488755,ACN
2017-11-07,144.48,144.48,142.94,143.5,1284431,ACN
2017-11-08,143.76,145.0,143.0,144.89,1208312,ACN
2017-11-09,144.61,144.73,142.97,143.83,1288737,ACN
2017-11-10,143.52,144.07,142.695,143.89,922497,ACN
2017-11-13,143.61,144.28,143.16,143.92,1456203,ACN
2017-11-14,143.41,145.5,142.77,144.96,1811893,ACN
2017-11-15,144.41,145.0,143.675,144.26,1792821,ACN
2017-11-16,144.96,147.28,144.6,147.04,2040100,ACN
2017-11-17,146.39,146.79,144.75,145.45,2557132,ACN
2017-11-20,145.37,146.85,144.88,146.57,1602599,ACN
2017-11-21,147.0,148.47,146.41,148.01,1732024,ACN
2017-11-22,147.85,148.325,147.03,147.11,1263667,ACN
2017-11-24,148.17,148.17,146.8,147.63,601818,ACN
2017-11-27,148.0,148.1,147.43,147.5,1352108,ACN
2017-11-28,148.01,148.49,146.6468,148.04,1925904,ACN
2017-11-29,148.56,148.56,145.23,146.95,1972967,ACN
2017-11-30,147.0,148.6,146.8,148.01,2837114,ACN
2017-12-01,147.7,148.36,145.745,146.57,1971617,ACN
2017-12-04,147.5,147.97,146.08,147.15,2099765,ACN
2017-12-05,147.24,148.48,146.785,147.67,1398938,ACN
2017-12-06,147.74,148.4799,147.27,148.27,1363413,ACN
2017-12-07,148.0,148.66,147.24,148.6,1526446,ACN
2017-12-08,149.1,150.59,148.72,150.53,1735968,ACN
2017-12-11,150.55,151.14,150.13,150.69,1983301,ACN
2017-12-12,150.61,152.8,149.96,152.1,2318318,ACN
2017-12-13,151.81,152.75,150.41,151.42,1596836,ACN
2017-12-14,151.86,152.41,151.15,151.21,1612529,ACN
2017-12-15,151.56,152.9,150.66,152.66,3498820,ACN
2017-12-18,153.7,153.75,151.58,151.72,2277532,ACN
2017-12-19,152.0,152.79,150.9901,152.22,2063928,ACN
2017-12-20,152.43,152.87,151.62,151.75,3206177,ACN
2017-12-21,156.09,158.44,153.91,154.2,4563593,ACN
2017-12-22,155.49,156.0,153.8,153.89,1818619,ACN
2017-12-26,153.14,153.47,152.46,152.99,1514425,ACN
2017-12-27,153.24,153.765,152.83,153.32,1690434,ACN
2017-12-28,153.46,153.905,152.99,153.57,1124287,ACN
2017-12-29,154.43,154.58,153.07,153.09,1452063,ACN
2018-01-02,153.5,154.1,152.78,153.84,3061912,ACN
2018-01-03,152.985,154.99,152.985,154.55,2064185,ACN
2018-01-04,155.0,156.86,154.77,156.38,1777024,ACN
2018-01-05,156.61,157.72,156.13,157.67,1597608,ACN
2018-01-08,157.37,159.01,156.84,158.93,2616907,ACN
2018-01-09,158.5,159.49,157.4535,159.46,3204962,ACN
2018-01-10,158.95,159.15,157.7308,158.9,1624075,ACN
2018-01-11,158.9,159.4,158.051,159.11,1809390,ACN
2018-01-12,159.5,160.635,158.57,160.11,2048945,ACN
2018-01-16,160.25,160.37,157.91,157.96,2858729,ACN
2018-01-17,159.1,160.47,158.81,160.21,2143095,ACN
2018-01-18,160.13,161.0823,159.82,160.94,1715458,ACN
2018-01-19,161.6,162.498,160.2,161.75,2246733,ACN
2018-01-22,161.21,161.88,160.82,161.43,1719976,ACN
2018-01-23,161.29,162.05,160.64,160.88,1635846,ACN
2018-01-24,161.2,161.99,160.54,160.6,1951898,ACN
2018-01-25,161.12,161.75,160.615,160.79,1327113,ACN
2018-01-26,161.25,162.58,160.33,162.55,1950655,ACN
2018-01-29,162.33,162.6,160.97,161.19,1314847,ACN
2018-01-30,160.96,161.16,159.11,159.7,1699965,ACN
2018-01-31,160.09,160.945,159.73,160.7,1878301,ACN
2018-02-01,160.155,161.13,159.54,160.46,1692576,ACN
2018-02-02,159.98,160.27,156.63,156.9,2183611,ACN
2018-02-05,156.12,159.27,150.73,151.83,3733711,ACN
2018-02-06,150.29,155.18,149.43,154.69,4259634,ACN
2018-02-07,154.22,158.93,153.07,155.15,2918659,ACN
2013-02-08,54.38,54.72,54.31,54.66,9584224,DIS
2013-02-11,54.65,54.98,54.59,54.75,6358524,DIS
2013-02-12,54.77,55.05,54.69,54.95,8758025,DIS
2013-02-13,55.08,55.3,54.665,54.96,5701775,DIS
2013-02-14,54.92,55.17,54.71,54.88,8564486,DIS
2013-02-15,55.05,55.62,54.89,55.61,17783635,DIS
2013-02-19,55.58,55.95,55.57,55.73,7780451,DIS
2013-02-20,55.62,55.82,54.56,54.6,8461042,DIS
2013-02-21,54.58,54.82,54.01,54.17,6802578,DIS
2013-02-22,54.39,54.58,53.93,54.25,7604629,DIS
2013-02-25,54.6,54.79,53.59,53.59,9831166,DIS
2013-02-26,53.81,54.035,53.6,53.9,6238418,DIS
2013-02-27,53.9,54.66,53.85,54.48,7244992,DIS
2013-02-28,54.54,55.04,54.39,54.59,6605615,DIS
2013-03-01,54.31,55.37,54.3,55.33,8314387,DIS
2013-03-04,55.16,55.84,55.0,55.8,6356424,DIS
2013-03-05,55.95,56.58,55.9,56.48,7068470,DIS
2013-03-06,56.53,56.84,56.25,56.36,5572562,DIS
2013-03-07,56.36,56.4655,56.01,56.32,4814197,DIS
2013-03-08,56.56,57.51,56.52,57.39,8157710,DIS
2013-03-11,57.39,57.75,57.34,57.66,7155409,DIS
2013-03-12,57.52,57.63,56.7,57.11,7159414,DIS
2013-03-13,57.16,57.435,56.94,57.34,5209862,DIS
2013-03-14,57.35,57.82,57.27,57.75,5915351,DIS
2013-03-15,57.5,57.78,57.34,57.58,13796440,DIS
2013-03-18,57.08,57.19,56.75,56.83,5125876,DIS
2013-03-19,56.83,57.05,55.76,56.31,8883930,DIS
2013-03-20,56.59,57.1499,56.54,56.94,6018271,DIS
2013-03-21,56.74,56.85,56.16,56.31,5168737,DIS
2013-03-22,56.65,57.1,56.515,56.78,5489554,DIS
2013-03-25,57.0,57.108,55.865,56.21,7881490,DIS
2013-03-26,56.41,56.73,56.33,56.63,4675601,DIS
2013-03-27,56.34,56.5,55.99,56.47,6392319,DIS
2013-03-28,56.59,56.94,56.5,56.8,6705892,DIS
2013-04-01,56.89,57.14,56.15,56.69,6728034,DIS
2013-04-02,57.04,57.46,56.96,57.46,6574424,DIS
2013-04-03,57.64,57.75,57.0,57.25,8102375,DIS
2013-04-04,57.28,57.72,57.18,57.59,6413435,DIS
2013-04-05,56.89,57.73,56.37,57.7,7042202,DIS
2013-04-08,57.83,58.82,57.76,58.82,9796152,DIS
2013-04-09,58.72,59.24,58.52,59.14,8864758,DIS
2013-04-10,59.37,60.14,59.34,60.11,8438296,DIS
2013-04-11,60.11,60.67,60.02,60.55,9241626,DIS
2013-04-12,60.29,60.73,60.27,60.55,8533853,DIS
2013-04-15,60.26,60.67,58.84,58.88,12027906,DIS
2013-04-16,59.26,60.75,59.08,60.75,10307479,DIS
2013-04-17,60.35,60.685,60.02,60.68,11531693,DIS
2013-04-18,60.64,60.67,59.88,59.99,9203177,DIS
2013-04-19,60.25,61.56,60.25,61.56,9488269,DIS
2013-04-22,61.59,62.1,61.15,62.01,6307788,DIS
2013-04-23,62.4,62.62,61.54,62.59,6261121,DIS
2013-04-24,62.71,62.9,61.59,61.94,7335400,DIS
2013-04-25,62.01,62.17,61.55,62.0,6683979,DIS
2013-04-26,62.06,62.285,61.55,61.87,7038566,DIS
2013-04-29,62.82,63.25,62.59,63.0,7205960,DIS
2013-04-30,62.93,63.08,62.44,62.84,8529501,DIS
2013-05-01,62.88,63.5006,62.8,63.21,7468820,DIS
2013-05-02,63.4,63.93,63.11,63.88,5249288,DIS
2013-05-03,64.1801,64.85,63.875,64.8,9196237,DIS
2013-05-06,65.09,65.59,64.51,65.06,10232888,DIS
2013-05-07,65.44,66.09,64.77,66.07,14407218,DIS
2013-05-08,66.0,66.0,64.56,65.99,17802902,DIS
2013-05-09,65.7301,67.11,65.51,66.67,11324407,DIS
2013-05-10,66.69,67.43,66.34,67.2,8653958,DIS
2013-05-13,66.96,67.52,66.92,67.32,5194936,DIS
2013-05-14,67.43,67.4929,66.98,67.47,9676356,DIS
2013-05-15,67.42,67.79,67.18,67.67,7925722,DIS
2013-05-16,67.62,67.89,66.2,66.47,8472812,DIS
2013-05-17,66.16,66.58,65.68,66.58,9161351,DIS
2013-05-20,66.58,66.6,66.05,66.12,5893353,DIS
2013-05-21,66.35,66.4,65.71,65.83,7359058,DIS
2013-05-22,65.76,66.7101,65.265,65.57,8144063,DIS
2013-05-23,64.87,65.44,64.24,65.23,7517695,DIS
2013-05-24,64.75,65.53,64.39,65.49,8846052,DIS
2013-05-28,65.98,66.76,65.92,66.69,8279038,DIS
2013-05-29,66.37,66.48,65.74,66.26,6954404,DIS
2013-05-30,66.44,67.11,64.32,64.65,13052538,DIS
2013-05-31,64.57,65.03,63.07,63.08,11281989,DIS
2013-06-03,63.06,63.82,62.53,63.8,8706952,DIS
2013-06-04,63.93,64.93,63.86,64.35,8147696,DIS
2013-06-05,64.05,64.12,62.8,63.12,8892949,DIS
2013-06-06,63.1,63.32,62.04,63.14,8663655,DIS
2013-06-07,63.63,64.87,63.25,64.85,7610904,DIS
2013-06-10,64.91,64.97,63.7,63.83,6729481,DIS
2013-06-11,63.32,64.3,62.97,63.8,6454788,DIS
2013-06-12,64.32,64.45,62.865,62.99,7662841,DIS
2013-06-13,62.99,64.4,62.52,64.3,5584275,DIS
2013-06-14,64.01,64.43,63.63,63.8,5311740,DIS
2013-06-17,64.3,65.125,64.25,64.49,6755060,DIS
2013-06-18,64.61,65.49,64.56,65.29,5234787,DIS
2013-06-19,65.19,65.55,64.33,64.33,6871351,DIS
2013-06-20,63.22,63.515,61.82,61.98,12262997,DIS
2013-06-21,62.62,63.08,61.82,62.73,11892309,DIS
2013-06-24,62.25,62.99,61.82,62.44,6494408,DIS
2013-06-25,62.88,63.1,62.5,62.57,6777687,DIS
2013-06-26,62.95,63.46,62.75,63.21,5721661,DIS
2013-06-27,63.65,63.965,63.45,63.72,4877613,DIS
2013-06-28,63.76,64.52,63.15,63.15,10567010,DIS
2013-07-01,63.84,64.92,63.63,63.93,8221603,DIS
2013-07-02,63.83,64.14,63.075,63.26,7691561,DIS
2013-07-03,62.85,63.83,62.57,63.61,3352066,DIS
2013-07-05,63.88,63.95,63.1133,63.82,5647439,DIS
2013-07-08,64.28,64.79,64.16,64.71,6679630,DIS
2013-07-09,65.32,65.54,64.65,64.94,4556432,DIS
2013-07-10,64.86,65.3,64.57,64.91,5761972,DIS
2013-07-11,65.65,66.83,65.65,66.58,8330372,DIS
2013-07-12,66.39,67.0,65.93,66.98,5891977,DIS
2013-07-15,67.02,67.36,65.89,65.93,6457909,DIS
2013-07-16,65.95,66.1,64.93,65.03,7470773,DIS
2013-07-17,65.42,65.46,64.76,65.36,6846861,DIS
2013-07-18,65.7,66.37,65.66,65.82,4962794,DIS
2013-07-19,65.89,66.03,64.91,65.16,7221472,DIS
2013-07-22,65.15,65.33,64.26,64.4,5973470,DIS
2013-07-23,64.6,64.77,64.33,64.45,4534425,DIS
2013-07-24,64.59,65.12,64.53,64.64,5327606,DIS
2013-07-25,64.32,64.74,64.2599,64.55,5407853,DIS
2013-07-26,64.4699,65.07,64.11,64.98,4950018,DIS
2013-07-29,64.8,65.03,64.47,64.61,3805781,DIS
2013-07-30,64.7001,64.87,64.1,64.18,6210486,DIS
2013-07-31,64.43,65.12,64.38,64.65,7155261,DIS
2013-08-01,65.16,65.87,65.125,65.36,6338790,DIS
2013-08-02,65.56,66.59,65.33,66.51,6078137,DIS
2013-08-05,66.5,66.54,65.61,66.02,7265776,DIS
2013-08-06,66.09,67.16,65.97,67.05,11531873,DIS
2013-08-07,64.93,66.3,64.12,65.91,16970485,DIS
2013-08-08,66.34,66.46,65.205,65.75,8826419,DIS
2013-08-09,65.47,65.75,64.6,64.73,7945849,DIS
2013-08-12,64.26,64.43,63.67,63.93,8005135,DIS
2013-08-13,64.26,64.26,63.405,63.98,6025118,DIS
2013-08-14,63.95,64.17,63.47,63.96,6413661,DIS
2013-08-15,63.28,63.32,62.2,62.38,9014450,DIS
2013-08-16,61.97,62.5,61.71,62.17,8238836,DIS
2013-08-19,62.15,62.18,61.83,61.83,5659879,DIS
2013-08-20,61.79,62.39,61.79,61.88,5192537,DIS
2013-08-21,61.62,61.88,61.09,61.14,7185414,DIS
2013-08-22,61.32,61.82,61.16,61.64,5302299,DIS
2013-08-23,61.96,61.99,61.46,61.73,5510670,DIS
2013-08-26,61.76,62.11,61.33,61.35,4506432,DIS
2013-08-27,60.9,61.35,60.57,60.69,7733878,DIS
2013-08-28,60.44,61.15,60.41,60.81,7161726,DIS
2013-08-29,60.77,61.52,60.55,61.08,5396200,DIS
2013-08-30,61.14,61.27,60.55,60.83,5404116,DIS
2013-09-03,61.42,61.99,60.6,60.93,7016364,DIS
2013-09-04,60.92,61.22,60.52,61.11,14014636,DIS
2013-09-05,61.07,61.6,60.96,61.3,6356567,DIS
2013-09-06,61.47,61.83,60.63,61.39,7319446,DIS
2013-09-09,61.6,61.835,61.27,61.59,7224547,DIS
2013-09-10,62.09,62.97,61.93,62.83,9919708,DIS
2013-09-11,63.12,63.94,62.98,63.94,9439782,DIS
2013-09-12,63.8,66.35,63.41,65.49,22428102,DIS
2013-09-13,65.87,67.03,65.495,66.69,12703560,DIS
2013-09-16,67.32,67.65,66.875,66.94,9731743,DIS
2013-09-17,66.83,67.2,66.72,66.98,6451520,DIS
2013-09-18,66.67,67.37,66.21,67.11,9865637,DIS
2013-09-19,66.39,66.5,65.4,65.72,11808780,DIS
2013-09-20,65.61,65.84,64.91,65.01,29015758,DIS
2013-09-23,65.04,65.48,64.68,64.75,8286597,DIS
2013-09-24,64.94,65.16,64.285,64.32,8166656,DIS
2013-09-25,64.42,64.93,64.2,64.45,7281578,DIS
2013-09-26,64.36,65.29,64.25,65.24,6971153,DIS
2013-09-27,64.97,65.435,64.69,65.19,5586022,DIS
2013-09-30,64.73,64.95,64.39,64.49,7463188,DIS
